order_id,customer_id,order_date,product_category,order_amount,order_status,city,state
56961dd4-862f-4ba1-bbf8-4b66d14eab67,a0690faf-ee60-4880-aa21-cd6531fbc207,2025-03-07,Books,463.53,Returned,Port Rodneyfort,South Dakota
551c6789-b1a4-4aaf-81ba-86b1eb525ad3,dcb75725-ac0b-482d-af14-698dfdffae3a,2025-04-12,Sports,230.91,Shipped,East Tammymouth,South Carolina
39af5add-8c79-4a31-bc68-bc0986acf441,b57c2c94-d545-41e6-af21-7d8198177b51,2024-11-28,Clothing,65.49,Cancelled,South Michaelstad,Nevada
f87df950-6a1a-4217-bcc9-51c0720d3090,40405989-08be-4475-a0ef-eb5a777c26df,2025-04-23,Home & Kitchen,492.57,Shipped,Patriciafort,Texas
7140fbf1-0ab8-4cd2-a46d-08f1ecb2e325,1adafaf0-6565-4efa-953b-8f9665475890,2024-09-13,Clothing,421.06,Returned,East Stevenville,Mississippi
0c45f9d6-e19e-4b85-9f40-c9b5b6640f8d,973c13c4-f155-4945-bfc9-40f4f66732ce,2025-02-28,Home & Kitchen,71.08,Cancelled,North Anthony,West Virginia
96438da6-808c-49d0-ae6a-ba67bb58df57,4701e28c-ad16-468f-89b6-0ab8f941eb19,2024-09-24,Sports,461.21,Returned,Lake Teresa,West Virginia
36ff8172-f5b3-4558-991c-6449e5e7dcfa,6bcc2d34-ad23-4543-8154-b1f591d79cbe,2024-08-23,Electronics,436.25,Cancelled,Munozside,Tennessee
cfb6d4af-2308-49a6-8047-bfd878426c4e,30a6a176-3b12-4191-a9a2-5868a5bf9b83,2025-05-24,Home & Kitchen,264.23,Cancelled,West Alex,Wisconsin
b5864417-e2c7-4598-b6ea-d67ee75e3b33,e00ad79b-2e89-459f-9ca6-5d325506b096,2025-06-05,Clothing,299.72,Cancelled,Thompsonland,New Jersey
ebd09030-0524-41ff-85e7-58c00b7c3d39,eb4f54fa-b5bd-478f-a6be-408653036075,2025-05-07,Sports,205.51,Cancelled,Mckinneychester,Pennsylvania
78f1fefd-7570-4f5c-a1bc-bfb551d3c731,6a19f164-88c5-4a27-8dbb-793c76c5472f,2024-09-03,Home & Kitchen,36.83,Returned,Levinehaven,Virginia
984c2ee8-2f8d-4631-804b-9c10b616e721,4eaebbb7-e1f8-4b27-9889-37e06fefc724,2025-02-28,Electronics,174.25,Cancelled,Lake Crystal,Idaho
fdef4302-c3f3-49d4-8335-51ac2944e3ed,68f8437d-d8c0-41c3-8105-83da2096f9d3,2024-10-02,Electronics,403.4,Cancelled,Michaelfort,Tennessee
9021ba9b-9590-4d4c-8d26-1d171c1cbe83,da11bc91-986e-449f-9d3b-cb64d87e4b80,2024-11-16,Books,12.27,Shipped,Sarahshire,Colorado
85d418af-9f59-45b3-ad04-910e31cb4b12,e0dfc6cf-6fc3-4e78-9b57-444d370a60e7,2025-02-09,Books,173.41,Delivered,Chanmouth,New Hampshire
2c456994-2b28-4d65-b886-c6724863b23f,1b94aeb8-d76c-4c2e-8334-b648c960aa72,2024-09-19,Clothing,205.1,Delivered,Lake Lisa,Alabama
ff968de1-0207-49c7-bf21-4404dbf15cd3,8d381efd-b688-4e04-b0bf-97f655fa6696,2025-01-25,Home & Kitchen,273.32,Shipped,Websterchester,South Carolina
f6606754-133f-4d4e-9b36-3763dc6c0545,e1218f95-7f70-4543-ad7d-d212594ca4cd,2025-03-08,Home & Kitchen,460.73,Shipped,Crystalchester,Massachusetts
e32663df-776e-4397-8086-9e34540e825e,35fdf3a2-7e27-437f-9ddc-4a7ad1ddc2a3,2025-04-05,Books,179.71,Returned,Jasontown,West Virginia
d6ca5384-e392-4889-b23f-c8aa4a26fdbb,70e2d42f-cdc1-4ef1-9130-80732ee59dd3,2024-08-15,Home & Kitchen,180.01,Returned,Padillaberg,Nevada
dac1eff8-59f3-402a-8845-f4a823e048a3,ad4da490-caeb-4318-8ff8-b0e9357d7c66,2025-07-25,Home & Kitchen,371.38,Returned,Lake Jason,Oregon
a9674691-cdb1-44ad-92aa-df27493c0f1d,9e3e88cf-deac-465f-9bd8-a187f0892408,2024-10-22,Electronics,231.59,Shipped,Newmanland,Maryland
93f454d7-f7ff-48af-b60c-a15447680310,10867996-6d6f-4539-9eaf-27a986e06e14,2025-01-09,Books,120.06,Shipped,East Jamieside,Idaho
aa7cd997-2e33-4c27-808d-0d6be9385f82,680fe0eb-0ce8-4422-b575-a110c5a06e86,2025-05-28,Sports,231.7,Cancelled,Port Robert,Wyoming
43caf23e-d118-4f71-a5d1-bd6ab78e8244,60891906-98e9-483e-a893-13f8f670ab21,2025-01-24,Books,79.02,Returned,Carlsonville,Florida
5b1bebdd-ad0e-4097-aa89-415a8eb3ceb0,79b6db3e-a3f9-420e-ac5f-bada1b5b5b45,2025-07-02,Sports,96.43,Returned,South Brandi,West Virginia
27439228-92db-4376-96a5-d8e689aae939,d34d4b28-444d-40e7-9547-470fae28160b,2025-07-11,Electronics,254.2,Returned,Port Betty,Utah
de005d76-ec39-4be6-bbe2-7983550bdcea,0fef2dbd-56e4-4e3e-b08d-0e5a2e21d041,2024-08-15,Clothing,215.27,Delivered,Williamland,Tennessee
84ab19a5-48b8-497b-904d-dbf56148377a,d6e24649-9971-4a60-9c7a-e09535f57e22,2024-11-30,Home & Kitchen,458.27,Cancelled,Franklinburgh,Ohio
7fe9149d-cc74-4cdc-abc4-8fb3cdf9f83e,96cb5dd5-d66b-4c44-be5a-8188778a7f02,2024-09-01,Electronics,187.57,Returned,Nicoleborough,Arizona
e3ac0945-3f05-412e-8bfa-8b3b6578dc95,5c736b76-dcf3-4f18-8943-2987d6af428d,2025-04-18,Home & Kitchen,294.49,Returned,Blackport,Illinois
cb629477-f3a1-4df2-b869-e7599b9c0f7e,15289884-27ac-45a3-9103-dc32d6c12ebf,2025-03-27,Clothing,319.81,Returned,Angelabury,Kentucky
415dcd44-6b8a-4b08-93bc-2526dfbb8320,82758dc9-3955-47f5-8eb1-4ba2042fb0a1,2025-03-22,Clothing,16.42,Delivered,Calvinchester,Arizona
6798d044-efdb-4e2b-866e-8d8634602404,2579a1d6-f6bd-4fac-a2b8-6e234ef313da,2025-07-20,Electronics,335.13,Delivered,New Dominique,Virginia
ad8e7e7c-1db8-4be1-93ab-9c502af155fd,5b1fa4b4-2819-4331-b881-66100332503f,2024-08-10,Clothing,97.24,Shipped,East Peggy,Maine
3ebec3d2-325b-4108-8c97-fa8efb5fa1ab,7ed02318-cd18-4a12-ae71-6aed7e0855d3,2024-09-10,Sports,480.92,Cancelled,New Candace,Missouri
6b85cf03-777b-4de1-be8f-e7761d82fce8,de637094-c2be-4e3f-9a16-6af4df0147d6,2024-09-30,Clothing,82.84,Shipped,Austinville,Maryland
46bf4a90-0fff-4ea6-bd2c-3feb966e4c4a,d6e5ece8-4a18-43ad-ab46-3311fd2a6a22,2024-12-28,Home & Kitchen,213.17,Cancelled,Medinatown,Ohio
34544195-4622-4eaa-b762-366fbc3c7703,815dfe74-8b67-48f8-8309-002f0bf370a3,2025-01-24,Home & Kitchen,51.82,Delivered,Cynthiaside,New Mexico
9a1cd3e9-ce56-495f-bf1c-3eff7ae96026,43b8070e-55f0-401e-b50d-e1905c0cb175,2025-02-16,Home & Kitchen,498.47,Returned,Rosalesport,Hawaii
2801e5d3-7a4c-4e09-82c5-f1a7e27cc59b,a4b4d2ef-a8a9-413e-975d-15fd8ba25e11,2025-06-01,Home & Kitchen,256.08,Shipped,East Nataliestad,Wisconsin
b932cd93-1d68-490d-894e-45a02cb675ab,95096b49-7093-42cf-bdfb-b31625282542,2025-06-05,Sports,301.74,Returned,Elizabethland,Oregon
456783ac-0c82-4585-84b5-31ef9d8f3345,7381b5ab-db77-4e95-bbc6-30b89a7a584c,2025-03-28,Books,42.87,Shipped,East Eddieview,South Dakota
1ad9f4c4-577b-4b98-9032-06407dd82205,79b15f09-27b7-4b4e-991a-b46d305f1a5c,2025-04-08,Electronics,377.48,Delivered,Huntermouth,Idaho
ec592645-511b-479a-8730-539a099e7e16,ae9da9bd-a9a3-4374-a4b3-f3cb405a159f,2025-04-11,Home & Kitchen,112.85,Delivered,Port Williamshire,Indiana
68499a55-b128-4638-a047-1d6174987d61,6fbf81ff-3a34-464c-9a9b-a6091b8fa0fb,2025-04-01,Clothing,450.05,Delivered,Port Raymond,Massachusetts
f744f519-affb-42bd-af3b-2f7567c5e571,828efc87-f3d9-43a6-810d-1cdd1ff5c31a,2024-08-30,Home & Kitchen,110.52,Shipped,Christinebury,Idaho
018ad6da-af4f-45a4-b9f5-af64cfbbb71f,eab9ab98-a532-4ab4-8b7b-ad93de3d54af,2024-09-30,Clothing,103.44,Cancelled,Fosterburgh,Florida
131e5478-263d-4189-9769-06324e69d0a6,6a5fc186-65fe-459d-8dca-1d0c9855732f,2025-03-04,Clothing,27.91,Shipped,Angelicachester,New York
3c5f69bc-63e1-4b98-98c2-2f71000a03b0,1ae962dc-9a78-477c-a1fd-ec5322e9b50f,2024-11-20,Home & Kitchen,241.31,Cancelled,Jasonville,Vermont
8c731711-679d-4d7a-8d18-f3bb033fb790,cfeb06d1-a5b4-4858-aa83-018d740880c3,2024-11-03,Sports,286.77,Shipped,North Gerald,Maine
56a2c62a-81e4-4251-9a85-b849bb0cc7f8,446c7bfe-578b-4c51-9ef2-fec1efd0c124,2025-02-02,Clothing,42.2,Shipped,Kristinbury,Hawaii
d2d0d763-7274-497f-a97f-8734686123bb,fb242cc9-cd09-4b9b-9e87-c16597f7c374,2025-03-25,Clothing,390.01,Delivered,Stephenfurt,New Mexico
68c788ed-9d9e-46eb-b6df-2ac7c754b227,4825e5b5-2f71-4bc7-a4d4-5c4d3cf4ce94,2025-06-17,Home & Kitchen,232.11,Returned,South Jay,Arizona
13490cb0-25ce-43ac-92a4-98d4ca44c0ba,72135bf8-0a7e-4e3f-a99a-32b842142b57,2024-12-24,Clothing,266.95,Returned,South Chase,Oregon
69937275-acfc-48be-9e7f-c44368a85de6,2670e691-15f7-4a3b-8cc4-dc2a0827a15a,2025-06-26,Clothing,225.97,Cancelled,East Brianville,Idaho
6f391886-8e08-42cb-9a25-bf0471363759,f4ef84b3-1169-44d4-86d2-030e464c571a,2024-08-02,Home & Kitchen,206.37,Returned,South Cory,New Jersey
1aec2183-321e-485b-9503-6e28ba56edbb,e7dd881b-1a85-461c-9819-577b10bb8224,2024-11-06,Home & Kitchen,284.22,Shipped,Jermaineborough,Vermont
de0ce0d8-dfea-4d2d-b998-8c2d39dedc27,1ab18725-e63b-4453-ac79-d0ecb2275b5b,2025-06-22,Electronics,86.07,Shipped,Dustinton,New Jersey
772925b6-64b2-449f-90ce-d15d7bdedfd3,f8dab298-26a7-4fc8-8ef9-bf2ad92eeffa,2024-10-26,Sports,99.14,Delivered,South Sydney,Georgia
5dae6f59-571f-4444-9efc-c7a2c3318538,6c1a631e-baf6-44ab-be94-3516c311eda2,2024-12-12,Sports,432.27,Delivered,East Jessicaberg,Vermont
18dfb124-3497-4dc0-ae45-6ca2b9e28033,f1383dcf-2473-47ae-99db-742c08edcf56,2024-11-12,Clothing,473.6,Returned,Josestad,North Dakota
02765fcd-c2b4-4765-b3a0-27ba98c91341,6b8df389-ef23-4f1f-b819-56e614f42101,2025-04-19,Sports,192.92,Cancelled,Port Steven,Iowa
e656a033-c656-4321-b407-e0a3e2a2c9e3,803cf665-16a7-4d52-8a69-507af6429080,2025-01-24,Clothing,142.66,Returned,Carrollfurt,Nevada
44fefbd1-8afe-47ab-b1c1-0bccc5b293c4,96a45c10-35f6-4fb1-8815-447ccb78e029,2024-07-28,Electronics,325.56,Returned,Amyview,Virginia
fbedb6ef-d0ab-4139-8fa7-dd44085ce4e3,7e27ec77-d4fa-4620-ae2a-cb4a27796466,2025-02-23,Home & Kitchen,210.28,Returned,Belltown,Massachusetts
11ff2037-7be3-4caa-a290-f6d409e8f513,6f1213e9-a0ae-49a0-9afb-0b95f65422e3,2025-02-16,Home & Kitchen,22.44,Returned,West Jeffreyville,Michigan
10e274c6-8304-4c01-bf0e-207735c5cb55,31e3ec82-b675-4e9a-9bb9-abf68b2eec9c,2025-02-01,Home & Kitchen,86.51,Shipped,South Donnafurt,Maine
8219a4dd-6b33-4d71-9316-36f8a07917e5,4e1c82d2-ffd2-4447-8f89-3ab65be73bda,2024-10-01,Sports,360.83,Cancelled,South Gabrielleton,Utah
f30c2922-0011-4406-8884-80f8144e425d,f4464f69-2379-4a38-aeab-0e6d453a2ae7,2024-10-02,Electronics,332.87,Shipped,North Amyside,South Carolina
9e65ab92-544c-43ac-8694-2b2aa28095a6,b2594b4a-5761-4f6d-a1ac-7b7135294f33,2024-08-27,Sports,23.28,Cancelled,Lake Jacobhaven,West Virginia
c4183806-7c99-409b-88ec-537a45f18bcb,d1f92f86-9b94-49b4-b347-2250ba7a2faf,2024-11-18,Sports,118.77,Delivered,Robinburgh,New Hampshire
f38629cf-d834-4b66-aecf-56b142505f93,0d365a6a-da61-4a1a-89a5-25924427a04d,2025-03-13,Electronics,123.23,Returned,East Christophermouth,Mississippi
9447a5f7-5c7b-4421-bde6-2b0fb2c51592,78d0f410-6ad9-42e2-a03f-9c0b3d080ced,2025-04-30,Electronics,339.23,Shipped,North Kristinchester,Oregon
0444b2f5-d0b5-41b3-a7d2-4a942494f6b5,ae128710-cbdb-4e06-9157-24f52284bb5a,2024-09-17,Electronics,19.66,Cancelled,Matthewsville,Delaware
00d6e540-47e1-4f67-8d16-864af602c9e0,51884bb8-335a-44c0-a89d-acbc02798623,2025-01-06,Electronics,61.01,Delivered,Nicholaschester,Florida
8f4ea33a-b6f2-40e6-ba5e-2c559335907b,cb7062f2-ac6c-4a97-a67d-98a8813a7d67,2024-11-09,Home & Kitchen,401.96,Delivered,Alexandermouth,Massachusetts
d905554d-0741-4580-acb5-e93cc156f3e0,62e72151-c3ac-47d8-974f-f49dda831282,2024-11-11,Books,97.49,Returned,Owenstown,North Carolina
69ba3649-4159-4500-b877-9e3fbf2ca9f4,aba08ec8-6474-4f8f-944f-e790110daedc,2025-06-08,Books,329.85,Cancelled,New Ashleytown,Oklahoma
c7d5e5ee-5da4-4484-b34e-ce1710b83ec7,52bd1151-5373-41cd-a2c2-0882582474b5,2025-03-05,Electronics,126.71,Shipped,South Saraborough,Idaho
f8a32a23-2dfe-45c6-886d-42f88fcd5e7c,41003bc7-e66e-44b6-8bc8-3ce1ff4aeaeb,2025-05-20,Books,58.73,Returned,Williamstown,Florida
525bc07d-672b-4273-a5ce-202783ed4ee3,98ee81b6-73e0-46be-a1cc-c9a9f097c092,2024-11-19,Books,129.15,Shipped,Brooksville,Vermont
8cc7fdcd-1c7f-468c-bfc3-112348da1c62,c38f3896-81a3-442e-9cc7-ed5d7a27ff9b,2025-03-08,Electronics,363.91,Delivered,East Dean,Washington
20667b8f-83bb-4be1-bae7-6ac568e99d08,e3950a8d-9a60-4423-955a-5a18d6dac506,2025-01-13,Books,429.29,Shipped,Garciaside,Oklahoma
ec9d275a-6419-4519-af1e-47c9a2343844,983e25fd-b08a-4614-b4bd-c54ac8e15356,2025-05-19,Sports,416.81,Shipped,Fitzgeraldville,Mississippi
b82e9c26-1eab-4fcd-8199-e35e8d6fcd90,a29857fa-8559-449b-ad32-cd62b41a8a13,2025-05-25,Clothing,204.62,Returned,Brendaside,Washington
c0686ccb-6dce-4ef1-bed3-cae4734b66bb,3b607d2b-721e-4f26-90e3-db3334fc98f1,2024-11-23,Clothing,337.36,Shipped,Tannerburgh,North Carolina
926fb04f-dec0-426d-8e94-5d7ca64b81a6,509d0c3d-8eba-42da-aab4-be7981ee7e6c,2025-03-07,Electronics,110.44,Returned,Port Jamesland,Minnesota
6d79c3c7-a8c8-4cb8-ac63-d69b0d428267,91a4629d-313e-43d0-be9e-cb93e8e8ea3f,2025-04-23,Home & Kitchen,153.64,Delivered,North Joshua,Delaware
a480d94c-e7ee-4bad-bf9d-f34be84d8d63,47dacc3c-f49f-4b01-992d-e14741fca6be,2025-07-16,Electronics,449.2,Returned,East Nicholas,South Carolina
65081575-a85d-4936-a22d-73e7a2c4d5dd,58e76179-f10e-4cc7-b1d3-aa6ea41bcb8e,2024-11-19,Home & Kitchen,16.37,Returned,Berryburgh,Utah
6ddd02eb-8889-4d3a-923f-085b475249f6,89a37cf5-9303-4dd1-a647-154bb53bebbe,2025-04-23,Clothing,51.9,Cancelled,South Kurt,Georgia
5f838f2e-5655-473c-a309-cb241be88251,6bb690d1-58e6-4ddb-931c-4358ffd0325f,2025-01-22,Electronics,111.86,Shipped,Victoriahaven,New York
2219f839-5597-478b-ab8b-788e86000dec,1ab9273b-32c7-408c-a0f0-0648e5b4d00a,2025-05-14,Sports,23.0,Delivered,Lake John,Tennessee
00e4c3da-476a-485f-98ac-2d424730f22e,cd8b285c-5937-4e52-8c4a-66008f45eb52,2025-05-26,Books,98.9,Returned,New Kathleen,Oregon
ce7b8a15-6b0f-4adb-9746-93fbda9d6f95,11629a22-be46-43d5-b1e4-78c2befaa26c,2024-10-02,Home & Kitchen,295.69,Delivered,Theresamouth,Indiana
51428fa4-c5a2-462f-8867-1bd358781584,498b0fc3-7d66-4cc9-a1ac-d821208ccf4c,2025-07-05,Books,216.5,Cancelled,East Tammyhaven,New Mexico
024d1021-5942-47eb-82d7-9bc5c4694c46,70b6ee96-96e1-44cd-8a0c-83b18894ffc9,2025-06-06,Books,447.41,Shipped,Anthonyview,Arkansas
c1b6bb18-9f83-429b-b2f6-4034ac6b0dd5,a92d8c7d-7aa4-4587-9d76-1c45429b7324,2025-05-25,Electronics,410.55,Returned,New Geraldshire,Utah
515f1bdd-1a35-4ce4-8092-f839130f354c,814ba257-1710-419a-9dc0-d2e2dca68729,2025-06-22,Books,177.49,Shipped,Danielland,Missouri
17507e69-b1b5-4334-9782-0693772241a7,72e29a9d-79ee-4411-86e6-7fa56fd6ebab,2024-11-10,Sports,137.12,Cancelled,Monicamouth,Nevada
e6a94eca-9211-4af2-badb-f1131a17def9,b7ce1f35-85bb-4922-b977-2ff660c7cbd4,2025-04-06,Books,196.05,Cancelled,Morrisfort,Wyoming
d6a26b0a-c9e3-4776-8f87-34c9dc4a3f01,94963361-2007-4681-92f5-96a3e975512a,2025-06-26,Electronics,299.24,Delivered,South Brendaview,Michigan
256b1b84-1cd7-4f2c-b263-11d25e7ed95f,423ef1c6-1492-4dd6-96d6-1363c4740a5a,2024-10-25,Sports,141.35,Returned,Janetland,Delaware
7be3aea9-9f04-4b47-887a-8ee273ee143f,8b03848c-1453-4d20-8fb4-bc4a6a12abfd,2025-06-01,Clothing,315.83,Delivered,North Carolinemouth,Tennessee
383a8e0b-47be-4ee6-a8c0-0620090da5e2,0a42084e-3b6b-4b9d-bdcd-93312ce4561f,2025-03-29,Books,210.61,Cancelled,West Andrew,Nebraska
5dd71e93-97dd-4e1e-827e-15cad410275a,acd767ba-8dc5-4082-9cc5-0b244b7bb5e9,2025-03-16,Electronics,280.5,Shipped,Hannahfort,Ohio
ffbe26b2-8014-4683-b9d7-ea2fa3c082cb,6ca302dc-36b2-4384-b750-1d4b9f439d81,2025-05-12,Clothing,223.7,Delivered,Davisland,Kentucky
bd706100-8b89-4c55-ae92-392aa20356c5,840eff42-af66-4c21-a829-6d5bd007c54c,2024-09-23,Clothing,154.29,Delivered,Pearsonport,Georgia
2ff49019-230a-4ba5-8fc2-4227579b4a5c,377434c9-0f19-43e0-b046-30deabcc4f65,2024-10-16,Home & Kitchen,474.74,Shipped,Lake Ambermouth,Kentucky
ae100361-3a02-43ac-bfe1-d2b0f2361a6d,4fff206b-51d1-4cc5-a9ea-0fcdf4b9c642,2025-03-26,Sports,384.17,Delivered,Tonyabury,Wyoming
2e520bb3-a276-4fbe-be0e-f4b64979a02e,799e271d-4397-4558-bcf8-586cd084678a,2025-06-27,Books,78.66,Shipped,Andersonton,Hawaii
d34e8812-baa7-4864-82e6-c024daff051c,0093a66f-7f8b-4f59-8981-3cece4c500e4,2024-09-12,Electronics,435.55,Returned,Bruceborough,Delaware
588092e0-8802-46fa-8f6c-18ec16aec2b9,6f69864b-41e8-4be8-80ac-52a93cea4a42,2025-06-02,Home & Kitchen,248.84,Shipped,Port Mark,Colorado
b1d5965e-e14f-4ffe-bc00-f2b55bc0495c,09ff0ab4-2dba-498f-93c1-e5da32b91f64,2025-06-19,Sports,448.33,Returned,Emilyland,Kansas
383cbd53-9848-4476-81ba-03d668f120b2,f492e533-0ce8-46d4-a235-264a012de53d,2025-06-17,Home & Kitchen,401.93,Shipped,East Nichole,Indiana
a208681a-8376-4fe8-8c73-6adfcf8caf88,64eed39d-059e-4040-8791-b7bab2ea30c6,2025-07-08,Sports,218.35,Cancelled,Lorimouth,Kentucky
24f285af-a5a8-4aa1-86f3-ca07b9bd856a,bd884848-3b6f-4176-901b-ecc379b71b46,2025-04-29,Sports,21.01,Cancelled,Terrichester,Indiana
eabf443c-e945-4aac-ba43-849a1aa71cac,25fd58f9-248e-4035-b3d9-3e823c702720,2025-01-04,Books,141.65,Returned,West Rebeccafurt,Utah
af5ba7a2-61ca-4ad1-be1a-c171701af262,a52ff2e8-5209-46d8-a6ed-aac9b4b858e5,2024-09-28,Sports,275.4,Returned,North Laurafurt,Texas
b5875504-7104-40f7-baec-e8c541f8c6db,48c877c6-2bda-4a93-9822-182925c8c38d,2024-12-26,Home & Kitchen,320.4,Cancelled,Lake Stephanie,Hawaii
a7f34a24-2a5b-406b-8a71-637932bfdfc2,5f573311-508f-4db9-88e1-3d3d016e7e96,2025-01-04,Sports,136.36,Returned,Port Matthew,Wisconsin
5038fe65-a0d7-4b90-a518-1f1aeecea6d5,11944cd3-4209-4fb4-af3d-9df2f02ffe9d,2025-01-18,Books,78.28,Shipped,North Jaclynview,North Carolina
0683c5ec-0f3e-4ec1-901f-0888069929a9,409085ce-320b-48b1-ad56-abe82aa9a9f5,2024-11-28,Books,419.12,Shipped,Christopherfurt,Illinois
d4f4d4de-8a7e-457f-8beb-0be21d096112,71b91f79-a09e-4b10-856a-8fce85167ab9,2025-04-22,Home & Kitchen,492.36,Cancelled,Port James,Pennsylvania
d8408e5d-a884-46cc-9a31-905d64c8b7b1,37590817-437d-4e9c-91db-2d7ff1e2cdbd,2025-06-29,Clothing,267.59,Delivered,East Ryantown,Missouri
20dd7853-7f34-48c2-81a0-9913dccf31fa,cc95910a-64d1-4cb9-b6a2-fb5ed799188f,2025-02-13,Clothing,94.12,Shipped,Zacharyfort,Virginia
f5e8581e-fd74-4b95-9353-28be239dece5,d39f8959-3ed6-4a85-b5be-398fc3e9575c,2025-06-09,Sports,143.43,Returned,Randolphfurt,Colorado
48e75637-fc19-4d75-af78-1d6371b9c197,4ea84d4e-147f-46c4-ae88-82a25c4730e0,2025-07-12,Electronics,19.01,Delivered,Stokesstad,New Mexico
0a8d3c90-f97d-4cdb-9d36-11cbe6ef1b51,e422dc38-dbd5-45b0-addf-49a1df8081be,2024-10-05,Sports,458.01,Delivered,Jamesfurt,Iowa
5f6dc187-5f73-4bc1-ad7f-84ba75af5192,9e8362f7-fc3c-48a8-8654-733a8d573506,2025-05-31,Home & Kitchen,67.7,Shipped,South Michealmouth,Alaska
3b883989-ae4a-48a5-9814-42df77414bb1,46b627b7-c148-4d44-9059-308ad8251781,2025-06-30,Home & Kitchen,292.49,Shipped,Martinezstad,Indiana
f1150a09-fd33-49e3-af83-f4fd23a31997,9303abd6-0e33-4096-9ddf-7cebe814c334,2025-01-20,Home & Kitchen,144.29,Delivered,South Lynnberg,New York
e5b93bae-34ed-42cb-83ee-52b55a29ef0b,953a4649-d1d9-4b31-95d9-7edcaa6f39e4,2024-11-07,Home & Kitchen,281.55,Delivered,South Wendychester,North Dakota
4c7e7e00-f5de-4319-8120-3247e092993f,63f0b3dc-491d-4e8e-a255-13f44cf68bf8,2025-06-15,Home & Kitchen,329.2,Cancelled,Cherylton,Kentucky
44dbe845-7972-4544-a1ba-ac6011da6af9,884ecbf2-d2de-4fb2-b172-8753bbd316e0,2025-02-15,Books,416.57,Returned,Perryfurt,Kansas
217c0249-1e2f-4d56-8f7b-7d2a90b467ca,5dddfbfd-f5a8-4aae-87f5-29dfedf84e7e,2025-05-14,Clothing,111.15,Cancelled,Millershire,Iowa
b477affd-dc56-4f9a-8cd8-370415494872,1ea7d89a-9cb4-4233-8ef1-bcc56f107133,2025-06-12,Home & Kitchen,15.39,Shipped,New Joel,Missouri
650e9be8-dbf4-4da5-ac84-6487d2fcfae9,bb2c2abc-84b0-49c9-9612-adc356c83736,2024-09-11,Electronics,77.07,Cancelled,Lake Michele,Michigan
258556c9-f3ec-4ec7-99e7-7a922e98a4de,48681c3b-915f-4639-a646-4568217a0018,2025-07-21,Electronics,451.01,Cancelled,New Davidmouth,South Carolina
0a9f4d49-4949-43c0-a301-6a5083e4642d,5aa89a96-5fac-4124-b579-21bdcd5d4be3,2024-08-02,Electronics,438.21,Cancelled,Williamfort,Colorado
c23fe510-f4ff-4094-82dd-271f61868dc3,69033d66-08f6-46ee-8e1a-283a6a6296e8,2025-01-12,Electronics,302.73,Cancelled,Lake Anthony,Mississippi
72b2838e-6f9b-4f44-956d-772347a1126f,3f7200cc-26e9-4a59-84e2-1fa42e634a8b,2025-01-27,Books,304.25,Returned,West Justin,New Hampshire
4ba25517-9083-4a47-a0e0-0bdfc940a5cf,c56caf03-29fa-4c4d-b19c-aec0dba88b71,2025-01-04,Electronics,335.87,Returned,Lake Amber,Alaska
e66cf894-f3b0-481f-b857-de7900fba727,ab65ff10-dda2-41ff-a404-d764fa76c273,2025-05-12,Home & Kitchen,95.93,Delivered,East Christinestad,Louisiana
f9ca2357-cefc-487d-8fb9-13b4cb487992,77eb9e51-059b-445b-98db-56d30d0ce1d7,2024-10-14,Sports,458.06,Shipped,Annport,Rhode Island
